post_id,local_filename,entity_keywords_od,entity_keywords_full,scene_keywords,style_keywords,entity_count_od,entity_count_full,scene_count,style_count,caption,detailed_caption,post_title,post_score,bot_ai_percent
1nm73jy,1nm73jy_18e9821c11462529.jpg,car,background; blue; boat; bottle; boy; car; deck; ferry; glow; he; horizon; image; mood; object; orange; scene; side; sky; sun; text; top; video; water; word,,,1,24,0,0,"The image shows a boat on the water with a blue object on the deck and the words ""the boys won't believe him"" written at the top. The boat appears to be a ferry, with the water lapping against the sides. The sky is a deep blue, and the sun is setting in the background, casting a warm orange glow over the scene.","The image is a still from a video. It shows a blue plastic container on the deck of a boat. The container appears to be empty and is placed on the right side of the image. The boat is moving towards the horizon, with the water visible in the background. The sky is overcast and the overall mood of the video is somber. The text on the image reads ""The boys won't believe him.""",,0,
1nvc68v,1nvc68v_a39c42138da3c179.jpg,cat,background; blue; body; cat; challenge; close; consistency; expression; eye; focus; image; nose; person; quote; stripe; tabby; text; that; they; time; treat; up; viewer; way; who; you,,macro,1,26,0,1,"The image shows a cat with a quote on it that reads, ""Consistency is key, never stop begging for treats doesn't matter if they say no 200 times. One of them is weak. You just have to find out who."" The cat is looking directly at the viewer with a determined expression, as if it is ready to take on any challenge that comes its way.","The image is a close-up of a cat's face. The cat appears to be a tabby with brown and black stripes. Its eyes are a piercing blue and its nose is pink. The background is blurred, so the focus is on the cat's head and upper body. Overlaid on the image is text that reads ""Consistency is key. Never stop begging for treats! Doesn't matter if they say no 200 times. One of them is weak. You just have to find out who.""",,0,
1nmypqx,1nmypqx_09e6492bae3e51bd.jpg,eagle; helmet; person; weapon,armor; axe; background; bird; color; courage; design; eagle; expression; eye; front; hand; handle; helmet; illustration; image; metal; painting; pattern; person; portrait; pose; sense; stance; strength; style; symbol; tip; top; viewer; weapon,,illustration; portrait,4,31,0,2,"The image shows a man in armor, wearing a helmet and holding an axe in his hand. He is standing in a heroic pose, with a determined expression on his face. His armor is detailed and his stance is strong, conveying a sense of strength and courage. The axe he is holding is a symbol of strength, and the colors used in the painting are vibrant and eye-catching.",The image is a portrait of a man dressed in medieval armor. He is holding a large axe in his right hand and is standing in front of a beige background. The man is wearing a helmet with a bird perched on top of it. He has a serious expression on his face and is looking directly at the viewer. The armor appears to be made of metal and has intricate patterns and designs on it. The axe has a pointed tip and a curved handle. The overall style of the illustration is reminiscent of medieval armor and armor.,,0,
1niyuaj,1niyuaj_2a97591d6f376b6a.jpg,cocktail; drinking straw; person; wine glass,background; bar; camera; center; chair; cocktail; company; counter; cup; dress; drink; drinking straw; group; he; image; lemon; person; restaurant; rim; shirt; side; slice; table; they; wall; wine glass,restaurant,,4,26,1,0,"The image shows a group of three people, two women and a man, sitting around a table with drinks in glasses. The man is wearing a black dress and the two women are wearing white dresses. In the background, there are a few more people sitting on chairs and a wall.","The image shows three young people sitting at a bar counter in a restaurant. The man in the center is African-American and is wearing a black t-shirt. He is smiling and looking at the camera. On either side of him, there are two young women, one wearing a white dress and the other wearing a dark dress. They are all smiling and appear to be enjoying each other's company. On the counter, there is a glass of orange-colored drink with a slice of lemon on the rim. The background shows other tables and chairs in the restaurant.",,0,
1nwfkzj,1nwfkzj_dc64b6218bd95ff5.jpg,apple; coffee cup; kitchen & dining room table; sandwich,apple; arm; background; cartoon; coffee cup; color; cup; illustration; image; kitchen & dining room table; leg; letter; lunch; person; picture; plate; sandwich; screenshot; smile; table; text; that; theme; thumbnail; time; water,,cartoon; digital_art; illustration,4,26,0,3,"The image shows a cartoon picture of a plate with a sandwich on it, an apple, and a glass of water on the table. The text on the image reads ""Lunch Time - Screenshot Thumbnail"".","The image is a digital illustration of a cartoon sandwich on a plate with a glass of water and an apple on the table. The sandwich has a big smile on its face and is waving its arms and legs. Above the sandwich, there is a text that reads ""Lunch Time"" in yellow letters. The background is a light yellow color. The overall theme of the image is fun and playful.",,0,
1nocydw,1nocydw_7208c06678fcf4bf.jpg,bottle; girl; person,background; bottle; bucket; can; clip; clothe; corner; dot; family5; floor; folgen; freunde; girl; ground; hair; hand; heart; icon; image; label; message; milk; onesie; person; phone; polka; reels; screenshot; she; silver; smile; sun; tent; that; time; tin; video; yara,,,3,38,0,0,"The image shows a little girl sitting on the ground with a bottle of milk in her hand, surrounded by clothes and a tent in the background. She is laughing and holding a tin can, suggesting that she is enjoying her time in the sun.","The image is a screenshot of a video posted on a mobile phone. It shows a young girl sitting on the floor with a big smile on her face. She is wearing a white onesie with blue polka dots and has two blue hair clips in her hair. The girl is holding a blue bottle of milk in one hand and a silver bucket in the other. The bucket appears to be filled with milk and has a label on it that reads ""Yara, family5, Folgen"". There are also some icons on the top right corner of the image, including a heart, a heart-shaped icon, and a message that reads ""#Reels Freunde"".",,0,
1nmiqc1,1nmiqc1_58b2df38bbf195d3.jpg,animal; poster,animal; background; bison; bucket; bull; cartoon; challenge; company; design; expression; font; front; hand; hind; illinois; illustration; image; leg; letter; map; midwest; outfit; paint; paintbrush; painter; painting; person; poster; red; shirt; state; text; top,,cartoon; illustration; minimalist; painting,2,33,0,4,"The image shows a painting of a bull with a paintbrush in its hand, surrounded by a red background. The text ""Painting the Midwest Red"" is written in bold white font across the top of the image. The bull is wearing a red and white striped shirt and has a determined expression on its face, as if it is ready to take on the challenge of painting the Midwest.","The image is a graphic design for a company called ""Painting the Midwest Red"". It features a cartoon illustration of a bison wearing a red and white striped outfit and holding a paintbrush in its right hand. The bison is standing on its hind legs and appears to be ready to paint. In front of the bison, there is a bucket of red paint and a map of the state of Illinois in the background. The text above the illustration reads ""Painters the Midwest"" in bold, red letters. The overall design is simple and cartoon-like.",,0,
1nn79hf,1nn79hf_fa94e9e56fcfab21.jpg,car tire,angle; background; beach; body; car tire; debris; image; island; person; phone; pile; plastic; road; screenshot; shore; shrub; side; sky; top; trash; tree; truck; video; water,beach; park; street,,1,24,3,0,"The image shows a truck parked on the side of a road next to a body of water, with a tree on top of it. The truck is surrounded by trees and the sky is visible in the background.","The image is a screenshot from a video posted on a smartphone. It shows a beach with a clear blue sky and a body of water in the background. On the right side of the image, there is a small island with a pile of trash and debris on top of it. The trash appears to be made of plastic and is scattered around the island. There are also a few trees and shrubs growing on the island, and a few people can be seen walking along the shore. The image is taken from a low angle, looking up at the trash and the water.",,0,
1nponde,1nponde_b11443dbd01b77fc.jpg,animal,animal; background; building; cat; cloud; dirt; front; grain; grandma; ground; house; image; road; roof; security; side; sky; text; tree,rainy; street,,1,19,2,0,"The image shows a white cat walking on the ground in front of a house with a roof, surrounded by trees and a cloudy sky. The text on the image reads ""Grandma hired a security cat for drying grains"".","The image shows a small white cat walking on a dirt road. The cat appears to be a security cat, as it is walking towards the right side of the image. The road is lined with trees and there is a building in the background. The sky is blue and there are a few clouds in the sky. The image is captioned ""Grandma hired a ""security cat"" for drying grains.""",,0,
1nt99yb,1nt99yb_b0b7c147bdbf7f6b.jpg,building,abandoned; area; background; bird; bottom; building; castle; cell; cliff; cloud; comment; entrance; eye; floor; greenery; image; landscape; level; lost; mansion; middle; mountain; night; phone; picture; places; screenshot; side; sky; text; that; tree; turret; view; you,forest; night,landscape,1,35,2,1,"The image shows a screenshot of a cell phone with a picture of a castle on it, surrounded by trees and a hill in the background. At the bottom of the image, there is text that reads ""Abandoned Places - The Lost Mansion"".","The image is an aerial view of a large, white building with multiple levels and turrets, located in the middle of a forested area. The building appears to be a mansion or a castle, with multiple floors and a large entrance. The entrance is surrounded by trees and greenery, and there is a cliff on the right side of the image. The sky is blue and there are a few clouds in the background. The image is taken from a bird's eye view, looking down on the building and the surrounding landscape. There is a comment below the image that reads ""Would you survive one night in this forgotten mansion?""",,0,
1nkcnai,1nkcnai_651f41468f7316f7.jpg,camera,@agen.yntkts; background; camera; center; city; color; contrast; image; instagram; light; logo; middle; mood; night; person; screenshot; square; street; text,city; night; street,,1,19,3,0,"The image shows a person standing in the middle of a street at night, illuminated by the lights of the city. The Instagram logo is visible in the center of the image, and the background is dark.","The image is a screenshot of an Instagram logo. The logo is a pink square with the text ""@AGEN.YNTKTS"" written in white. The background is dark, but it appears to be a street at night. The street is lined with yellow and orange lights, creating a contrast with the bright colors of the logo. There are a few people walking on the street, and the overall mood of the image is peaceful and serene.",,0,
1ntbhxt,1ntbhxt_3efd1bb370ae5141.jpg,headphones,background; black; bottom; box; carrying; case; color; design; ear; earbud; earphone; finish; fit; handle; headphones; image; open; pair; philips; taq2000bk; text; that; they; top,indoor,modern,1,24,1,1,"The image shows a pair of Philips Open-Ear Headphones Taq2000BK in black, with a box beside them. The earphones have a sleek, modern design with a glossy black finish and a comfortable fit. The box is a sleek black color with a handle on the top for easy carrying.","The image shows a pair of Philips Open-ear Headphones TAQ2000BK Black. The earphones are black in color and have a sleek and modern design. They are in a black case with a handle on the top for easy carrying. The case is open, revealing the earbuds inside. There are also a few other earphones visible in the image, including the earphones in the case. The background is white, and there is text at the bottom of the image that reads ""Philips Open-Ear Headphones TaQ2000bK Black"".",,0,
1no5n0g,1no5n0g_5f9b68f349908301.jpg,girl; person; shorts,background; camera; cloud; dwarf; everybody; eye; floor; flooring; girl; hair; hoodie; image; mouth; person; room; she; short; shorts; smile; text; wall,indoor; room,,3,21,2,0,"The image shows a woman standing on a wooden floor wearing a blue hoodie and shorts, with a wall in the background and text on the image. She appears to be an ugly 3'9 dwarf girl, with her eyes wide open and her mouth slightly agape.","The image shows a young woman standing in a room with wooden flooring. She is wearing a light blue hoodie with white clouds on it and blue shorts. She has blonde hair and is looking directly at the camera with a slight smile on her face. The text on the image reads ""Everybody bullies the ugly 3'9 Dwarf girl until...""",,0,
1nukrfw,1nukrfw_3a2225b86bd18b6b.jpg,person,backdrop; background; belt; body; boy; cloud; collar; crescent; dragon; emblem; expression; eye; fates; fire; front; game; hair; hand; illustration; image; jacket; mood; moon; outfit; person; scale; side; sky; star; sword; tooth; wing,,illustration,1,32,0,1,"The image shows an animated boy with blue eyes and a red jacket, holding a sword in his hand, standing in front of a backdrop of a sky with clouds. He is wearing a red and white outfit, and the image is from the game Fire Emblem Fates.","The image is an illustration of a young boy with blonde hair and blue eyes. He is wearing a red and black outfit with a white collar and a black belt. He has a sword in his right hand and is pointing towards the right side of the image.

In the background, there is a large blue dragon with sharp teeth and a fierce expression on its face. The dragon's body is covered in scales and its wings are spread out behind it. The background is a dark blue sky with a crescent moon and stars. The overall mood of the illustration is intense and powerful.",,0,
1nto9ut,1nto9ut_b66ea83078698bba.jpg,person,april; article; bottom; boy; century; clipping; couple; dress; each; expression; font; grid; hair; hairstyle; hat; image; information; john; june; list; marriage; marry; mckinney; name; new; newspaper; paper; pattern; person; photograph; photos; picture; relationship; section; smile; story; text; times; updo; which; york,,black_and_white; photograph,1,41,0,2,"The image shows a newspaper article from the New York Times dated April 1, 1964, featuring a picture of a man and a woman. The article is likely about the man and woman's marriage, as indicated by the text on the paper.","The image is a newspaper clipping from the early 20th century. It is titled ""The One I Marry"" and is dated June 1, 1964. The clipping is divided into six sections, each with a black and white photograph of a young man and a young woman. 

The first section is titled ""#The One"" and has a list of the names of the young men and women in the photograph. The names are written in a cursive font and are arranged in a grid-like pattern. The second section is ""The first man is a young boy with short hair and a big smile on his face. The third section is a woman with short dark hair, wearing a white dress and a black hat. The fourth section is an older man with short brown hair. The fifth section is another young woman with dark hair and an updo. The sixth section is the same young man, but with a different hairstyle and facial expression.

At the bottom of the clipping, there is a section titled ""Photos and Story of John McKinney"" which provides information about the young couple's relationship with each other.",,0,
1np69dv,1np69dv_7e6ff55fb6e4f443.jpg,person,art; background; ball; blake; brushstroke; bun; color; crown; dress; expression; eye; flower; frame; hair; halo; hand; image; leaf; light; mood; painting; person; portrait; pose; print; shawl; she; shoulder; style; william,,painting; portrait; realistic,1,30,0,3,"The image shows a painting of a woman with flowers in her hair, painted by William Blake in 1887-1904. The painting is a fine art print, depicting the woman with a peaceful expression on her face. She is wearing a white dress with a blue shawl draped over her shoulders, and her hair is pulled back in a bun. Her eyes are closed, and she is surrounded by a halo of light. The background is a soft, muted color, and the painting is framed in a simple, elegant frame.","The image is a portrait of a woman with long red hair and a crown of flowers on her head. She is holding a small green ball in her hands and is surrounded by leaves and flowers. The woman appears to be in a peaceful and serene pose, with her eyes closed and a peaceful expression on her face. The background is a dark brown color, and the overall mood of the image is serene and peaceful. The painting is done in a realistic style, with loose brushstrokes and vibrant colors.",,0,
1npkaya,1npkaya_449534c59ba4ef89.jpg,flower; flowerpot; houseplant,background; bloom; ceiling; chrysanthemum; color; daisy; display; flower; flowerpot; green; greenery; houseplant; image; light; lot; mood; pink; plant; pot; purple; rose; scene; shop; they; top; touch; type; way; yellow,shop,,3,29,1,0,"The image shows a flower shop filled with lots of different types of flowers, including roses, daisies, and other blooms, as well as potted plants and lights on the ceiling.","The image shows a large display of colorful flowers in pots. The flowers are arranged in a way that they are stacked on top of each other, creating a beautiful and vibrant display. The pots are filled with different types of flowers, including roses, daisies, and chrysanthemums. The colors of the flowers range from bright pinks and purples to more muted greens and yellows. The background is dark, making the flowers stand out even more. There are also some plants hanging from the ceiling, adding a touch of greenery to the scene. The overall mood of the image is cheerful and lively.",,0,
1ny7a9o,1ny7a9o_bb24a703fb913512.jpg,drinking straw,area; background; bee; buzzy; cartoon; cloth; cup; dining; drinking straw; image; kitchen; label; lemonade; lid; liquid; restaurant; straw; table; tablecloth; that; top; wall; which; window,restaurant; room,cartoon,1,24,2,1,"The image shows a cup of buzzy bee's lemonade with a yellow straw sitting on top of a table covered with a cloth. In the background, there is a wall with a window, suggesting that the lemonade is being enjoyed at a restaurant.","The image shows a plastic cup with a yellow straw on a floral tablecloth. The cup is filled with a light yellow liquid, which appears to be lemonade. On the lid of the cup, there is a label that reads ""Buzzy Bee's Lemonade"" with two cartoon bees on it. The background is blurred, but it seems to be a kitchen or dining area with a window.",,0,
1nuf2js,1nuf2js_6ae9f90d68b8cbc8.jpg,girl; person; shorts; trousers,app; background; both; bottom; bridge; cloud; corner; date; daughter; download; geographic; girl; goggle; grass; greenery; hand; image; information; khaki; mother; national; number; object; pair; pant; park; person; phone; plant; playground; point; railing; safety; short; shorts; sky; sweater; text; they; this; top; tree; trousers; uses; which; word,park,,4,46,1,0,"The image shows a woman and a young girl standing next to each other on a playground, both of them smiling. The woman is holding a pair of goggles and the girl is holding an object in her hand. In the background, there is a railing, grass, plants, trees, and a sky with clouds. At the top and bottom of the image, there are words and numbers indicating that the image is from the National Geographic app, which is available for free download.","The image shows a mother and daughter standing on a wooden bridge in a park. The mother is wearing a pink sweater and khaki pants, and is holding a green phone in her hand. The daughter is also wearing a colorful sweater and denim shorts. They are both smiling and looking at each other. The background shows trees and greenery, and there is a blue sky above them. The text on the image reads ""Keep watching for approved uses & safety information. Almost forgot this was the whole point..."" and the date ""02:30"" is visible in the bottom right corner.",,0,
1ns757g,1ns757g_4291b9355baa3867.jpg,person,app; arm; background; bible; cartoon; christ; color; cross; date; expression; font; front; hope; illustration; image; jesus; mountain; optimism; person; rest; screen; sense; shirt; size; strength; text; they; top; word; world,plain_background,digital_art; illustration,1,30,1,2,"The image shows a mobile screen with the words ""Can't Can't, Can't"" written in bold, black font against a white background. The words are accompanied by a cartoon image of a person with their arms outstretched, as if they are embracing the world around them. The person is wearing a blue shirt and has a peaceful expression on their face, conveying a sense of hope and optimism.","The image is a digital illustration of two people, Jesus Christ and another person, standing on a hill with a cross in front of them. The background is white and the text is written in a cursive font. The text reads ""Can't Can't"" and ""Can"" in a larger font size than the rest of the text. The illustration is in brown color and is set against a white background. The date ""5:34"" is displayed at the top of the image, indicating that it is from the Bible Strength app.",,0,
1nto3b5,1nto3b5_2e4f8795d5c30a94.jpg,cat,background; camera; cat; detail; drawing; eye; fur; grey; hair; hand; illustration; image; mix; nose; person; pink; portrait; side; sketch; tone; yellow,,black_and_white; drawing; illustration; portrait; sketch,1,21,0,5,"The image shows a person holding up a black and white drawing of a fluffy cat with long hair. The cat is depicted in great detail, with its fur and features clearly visible. The person's hand is visible, holding the drawing, and the background is dark.","The image is a black and white portrait of a cat. The cat is facing towards the left side of the image and is looking directly at the camera. Its fur is long and fluffy, with a mix of grey and black tones. Its eyes are a piercing yellow, and its nose is a pale pink. The background is a dark grey, and the cat's fur is outlined in black. The portrait is held in a person's hand, and it appears to be a hand-drawn sketch or illustration.",,0,
1nrcy7c,1nrcy7c_05b2d0dd5c92b442.jpg,person,arm; beard; body; cliff; distance; expression; feature; front; hair; image; lighting; mood; person; portrait; rock; shirt; side; standing; wall,,portrait,1,19,0,1,The image shows a man with long hair and a beard wearing a grey t-shirt standing in front of a rock wall.,"The image is a portrait of a young man with long, wavy hair and a beard. He is standing in front of a rocky cliff, with his body slightly turned to the side. He has a serious expression on his face and is looking off into the distance. He appears to be wearing a gray t-shirt and is standing with his arms crossed. The lighting is soft and natural, highlighting the man's features. The overall mood of the image is serious and contemplative.",,0,
1nwz6sd,1nwz6sd_08bce91bdc1f42a9.jpg,bird; person; tin can,alc; ale; background; beak; beard; beer; bird; can; close; color; hair; hand; illustration; image; moon; mouth; person; picture; pigeon; silver; sky; somebody; text; that; tin can; up; vol; window; wing; yell,,illustration; macro,3,30,0,2,"The image shows a person's hand holding a can of somebody stop at pigeon ale, with a picture of a pigeon on the can and text written on it. In the background, there is a window.","The image is a close-up of a can of beer. The can is silver in color and has a colorful illustration on it. The illustration features a man with dark hair and a beard, with his mouth open in a yell. He is holding a pigeon in his right hand and appears to be shouting or shouting. The pigeon is grey and white with a black beak and wings. Above the illustration, there is text that reads ""Somebody Stop at Pigeon"" and below that, it reads ""Alc. 5.5% Vol."" The background of the illustration is a dark blue sky with a full moon.",,0,
1nnx2mg,1nnx2mg_a3f327b2285516ce.jpg,fish,background; bass; center; color; door; fish; fishing; high; illustration; image; largemouth; life; metal; miller; mouth; picture; rod; sign; text; that; water,,illustration,1,21,0,1,"The image shows a Miller High Life fishing sign hanging on a white door. The sign features a picture of a fish and text that reads ""Miller High Life"".","The image is a rectangular metal sign with a red background and white text that reads ""Miller High Life"". The sign is hanging on a white door with a fishing rod attached to it. In the center of the sign, there is an illustration of a large fish, specifically a largemouth bass, with its mouth open and tongue out. The fish is green and yellow in color and appears to be leaping out of the water. The background is black, and the fish is outlined in white.",,0,
1no2hwx,1no2hwx_510cc926c2787999.jpg,cat; flowerpot; houseplant; poster,background; book; cat; design; flower; flowerpot; frame; houseplant; image; newspaper; paw; poster; pot; side; text; that; toilet; vase; wall; wood; word; you,,minimalist,4,22,0,1,"The image shows a black cat sitting on a pot, reading a book, surrounded by a frame with the words ""Are you pooping?"" printed on it. On the right side of the image, there is a flower vase and a few books, and on the left side, there are a few more books. The background is a white wall.","The image is a framed poster with a black cat sitting on a toilet. The cat is holding a newspaper in its paws and appears to be reading it intently. The background of the poster is green with white text that reads ""Are you pooping?"" The poster is displayed on a white wall with a vase of white flowers on the right side. The frame is made of wood and has a simple design.",,0,
1nmaxk0,1nmaxk0_31be92090468bde2.jpg,girl; person,background; bow; braid; detail; drawing; dress; expression; eye; girl; hair; heart; icon; illustration; image; mark; neck; person; plant; question; scarf; she; side; sketchbook; style; surface; tablet; timer,,anime; digital_art; illustration,2,27,0,3,"The image shows a tablet with a drawing of a girl with red hair and a red bow on it, sitting on a wooden surface with a plant in the background. The drawing is done in a sketchbook style, with the girl's face and hair drawn in detail.","The image is a digital illustration of a young girl with long black hair and red bows on her head. She has a serious expression on her face and her eyes are closed. Her hair is styled in two braids and she is wearing a black dress with a red scarf tied around her neck. The background is white and there are various icons on the right side of the image, including a heart, a question mark, and a timer. The overall style of the illustration is anime-inspired.",,0,
1nsxg3r,1nsxg3r_aeb888e9d3e1ab05.jpg,bread; common fig,appetizer; background; baked; board; bread; brie; cheese; common fig; cookbook; cutting; dish; fig; figs; herb; holiday; image; parsley; pecan; pecane; pecans; sauce; screenshot; side; slice; sprig; texture; top; tweet; warm,,,2,29,0,0,"The image shows a wooden cutting board topped with a delicious-looking brie cheese, figs, and pecans, making it the perfect holiday appetizer.","The image is a screenshot of a tweet from a cookbook. The tweet reads ""Warm Baked Brie with Figs and Pecans"". The tweet is accompanied by an image of a brie cheese dish with figs and pecans on top. The brie is white and has a creamy texture. It is drizzled with a light brown sauce and is garnished with chopped pecane and herbs. There are also slices of bread on the side of the brie. The background is a wooden cutting board with a sprig of parsley.",,0,
1nuphtz,1nuphtz_2e6ae3e4149f157a.jpg,cat; poster,atmosphere; background; banner; border; boumeau; camera; cat; cekpem; center; cerpem; day; design; english; expression; feel; fern; font; gold; image; kammep; komple; komti; language; leaf; left; middle; momblaunnyku; moon; mother; person; poster; reference; russian; side; spun; style; tabby; text; that; top; tree; which; wood; word,forest,vintage,2,44,1,1,"The image shows a poster with three cats in the woods, surrounded by trees, a moon, and a banner with the text ""Komti-Boumeau - Cekpem Momblaunnyku"" written on it. The cats are surrounded by lush green leaves, creating a peaceful and serene atmosphere.","The image is a poster or banner with a vintage style. It has a dark brown background with a gold border and a red banner at the top that reads ""Spun Kammep"" in Russian. Below the banner, there is a banner with the words ""Komple-Boumeau"" written in a cursive font. 

In the center of the poster, there are three cats - a white cat, a brown tabby cat, and a brown and white tabby. The cat on the left is looking directly at the camera with a curious expression, while the cat in the middle is looking away from the camera. The other two cats are standing behind the banner with their heads tilted slightly to the side.

The banner is decorated with green ferns and a banner that says ""Cerpem Momblaunnyku"" which translates to ""Mother's Day"" in English. The banner also has a banner at that says the text in Russian, which is a reference to the Russian language. The overall design is ornate and ornate, with a rustic feel.",,0,
1nihysw,1nihysw_c04a9db2ae48f13a.jpg,person,background; camera; expression; eye; focus; hair; image; person; portrait; she; side; text; video,plain_background,macro; portrait,1,13,1,2,"The image shows a woman with long blonde hair smiling at the camera against a white background. On the left side of the image, there is some text.","The image is a close-up portrait of a woman's face. She has blonde hair and blue eyes. She is smiling and looking directly at the camera. The background is blurred, so the focus is on the woman's head. The image appears to be a still from a video or a promotional video. The woman's expression is friendly and relaxed.",,0,
1nmrdm7,1nmrdm7_926d20a0170a78d7.jpg,skyscraper,background; balcony; barrier; board; bottom; building; car; city; cup; highway; image; lane; light; mood; perspective; pole; road; screenshot; section; side; signal; sky; skyscraper; street; traffic; tree; video; watermark; window,city; street,,1,29,2,0,"The image shows a city street with cars driving down it, surrounded by tall buildings, trees, poles, boards, and a traffic signal with a pole. The sky is visible in the background, and there is a watermark at the bottom of the image.","The image is a screenshot from a video taken from a car window. It shows a highway with multiple lanes of traffic. The highway is divided into two sections, with a concrete barrier on one side and a highway divider on the other. On both sides of the highway, there are tall buildings with glass windows and balconies. The sky is overcast and the overall mood of the image is gloomy. There are several cars driving on the highway and a traffic light on the right side. The image appears to be taken from the perspective of the car window, looking down on the road.",,0,
1nmvlob,1nmvlob_0ebcb0ef2ce47d31.jpg,curtain,artist; background; bun; center; circle; close; color; composition; curtain; design; dress; effect; energy; expression; fabric; hair; image; manner; movement; neck; painting; pattern; person; purple; rachael; ray; sense; shape; shawl; she; shoulder; shower; square; texture; triangle; up; variety,plain_background,abstract; macro,1,37,1,2,"The image shows a shower curtain with a painting of a woman's face on it, created by artist Rachael Ray. The curtain is made of a light-colored fabric and has a unique design with a variety of colors and shapes. The woman in the painting is wearing a white dress with a blue shawl draped over her shoulders. Her hair is pulled back in a bun and she has a gentle expression on her face.","The image is a close-up of a curtain with a colorful abstract design. The curtain is made of white fabric with a white background. The design is made up of various shapes and colors, including blue, pink, purple, orange, and yellow. The shapes are arranged in a chaotic and chaotic manner, creating a sense of movement and energy.

The center of the curtain is a large, abstract figure with a large head and a long neck. The figure is surrounded by a variety of shapes and patterns, including circles, squares, and triangles. The figures are also made of different colors and textures, including pink, blue, green, and purple. The overall effect is one of energy and movement, with the colors blending together to create a dynamic and dynamic composition.",,0,
1nkzjz9,1nkzjz9_9153bd99588ca929.jpg,cat,background; birthday; bouquet; bunch; card; cat; color; direction; flower; font; greeting; heart; illustration; image; pattern; ribbon; someone; star; text; that; variety,,digital_art; illustration,1,21,0,2,"The image shows a birthday card with a bunch of cats in a pink flower bouquet, surrounded by a variety of colorful flowers. The card is decorated with a festive pattern of stars and hearts, and the text reads ""Happy Birthday!"" in a cheerful font.","The image is a digital illustration of a bouquet of cats. The bouquet is made up of multiple cats of different colors - black, white, pink, and gray - arranged in a circular pattern. The cats are all facing the same direction and are tied together with a pink ribbon. The background is white and there are pink flowers scattered throughout the bouquet. Above the cats, there is text that reads ""Happy Birthday"" in a playful font. The image appears to be a birthday greeting card for someone special.",,0,
1ntpi4w,1ntpi4w_7a38b92dc70b29eb.jpg,skyscraper,atmosphere; background; building; car; city; concrete; design; facade; footpath; image; look; person; plant; road; side; sky; skyscraper; street; tree; wall,city; street,modern,1,20,2,1,"The image shows a city street with tall buildings on either side, and a green wall on the side of one of the buildings. There are vehicles on the road, people walking on the footpath, and trees lining the street. The sky is visible in the background.","The image shows a modern city street with tall buildings on both sides. The buildings are made of concrete and have a unique architectural design. On the right side of the image, there is a tall building with a green wall covering the entire facade. The wall is made up of vertical plants and trees, creating a natural and organic look. The street is lined with trees and there are cars driving on the road. The sky is blue and the overall atmosphere is bright and sunny.",,0,
1noqgj3,1noqgj3_c5a2ebf54a9aec57.jpg,mobile phone,1900; 1990; amount; bottom; button; case; chickenpox; country; covid-19; day; death; description; fact; icon; image; information; link; list; mobile phone; number; phone; savile; screen; screenshot; states; text; that; time; today; united; vaccination; vaccine; varicella; website; which,,,1,35,0,0,"The image shows a screenshot of a mobile screen with text and icons, depicting the Covid-19 vaccine in the United States. The text reads ""Chickenpox Vaccination"" and the icons indicate that the vaccine is being administered in the country.","The image is a screenshot of a mobile phone screen with a list of facts about Chickenpox (Varicella) in the early 1990s. The list is titled ""Before the vaccine"" and is accompanied by a brief description of the vaccine. 

The list includes information about the vaccine, including the number of cases of chickenpox, the total number of deaths, and the total amount of deaths. The first case is for the first time, the second is for a vaccine, and it shows that the vaccine was released in the United States. The third case is from the first day of the vaccination, which was released from the early 1900s to the early 2000s.

At the bottom of the screen, there is a button that says ""Today"" and a link to the website ""Chickenpox Savile Lives"".",,0,
1ny8n6l,1ny8n6l_f25ac0c081f11fbb.jpg,flag; person,anime; background; cartoon; character; circle; cloud; emblem; expression; flag; front; hair; hand; illustration; image; jumpsuit; logo; manner; naruto; orange; outfit; outline; person; protagonist; series; shippuden; signature; sky; smile; spiky; style; uzumaki,,anime; cartoon; digital_art; illustration,2,31,0,4,"The image shows a cartoon of Naruto, the protagonist of the popular anime series Naruto Shippuden, holding a flag with a logo on it. He is wearing his signature orange and black outfit and has a determined expression on his face. The flag he is holding is red, white, and blue, and the logo is a yellow circle with a black outline.",The image is a digital illustration of the character Naruto Uzumaki from the anime series Naruto Shippuden. He is standing in front of a large red and black flag with a yellow and red emblem on it. Naruto is wearing his signature orange jumpsuit and has a big smile on his face. His hair is styled in a spiky manner and he is saluting with his right hand. The background is a light blue sky with white clouds. The overall style of the illustration is cartoon-like and playful.,,0,
1nkmlbu,1nkmlbu_3770609a5eecdf95.jpg,car,awe; background; building; bush; car; center; cloud; desert; distance; formation; glow; ground; horizon; hue; image; landscape; line; middle; monument; mood; photograph; plant; road; rock; shrub; side; sky; sun; sunset; top; usa; utah; valley; wispy,street; sunset,landscape; photograph,1,34,2,2,"The image shows an empty road in Monument Valley, Utah, USA, with a beautiful sunset in the background. The sky is filled with clouds, and the ground is covered with plants.","The image is a landscape photograph of a long, straight road in the middle of a desert. The road is in the center of the image, with the horizon line visible in the distance. The sky is filled with vibrant orange and red hues, with a few wispy clouds scattered across the horizon. The sun is setting, casting a warm glow over the landscape. On either side of the road, there are barren shrubs and bushes, and in the background, there is a large rock formation with a castle-like structure on top. The overall mood of the photograph is dramatic and awe-inspiring.",,0,
